1,223,3.0
1,539,3.0
1,587,5.0
1,934,4.0
1,1257,2.0
1,1285,2.0
1,1307,3.0
1,1380,5.0
1,1753,5.0
1,1923,4.0
1,2100,3.0
1,2144,4.0
1,2248,4.0
1,2396,3.0
1,2407,2.0
1,2716,5.0
1,2791,4.0
1,2918,3.0
1,3477,3.0
1,3548,5.0
1,3868,5.0
1,4066,4.0
1,4089,4.0
2,47,4.0
2,150,4.0
2,163,4.0
2,215,5.0
2,223,5.0
2,260,3.5
2,296,5.0
2,333,3.0
2,367,3.0
2,527,4.5
2,628,4.0
2,733,3.5
2,858,4.0
2,912,5.0
2,1036,3.0
2,1097,4.0
2,1221,4.0
2,1288,4.5
2,1387,4.0
2,1485,3.5
2,1552,3.5
2,1653,4.0
2,1721,3.5
2,1792,3.0
2,1923,4.0
2,2058,3.0
2,2064,3.5
2,2231,3.5
2,2502,4.5
2,2542,3.5
2,2571,4.0
2,2683,3.0
2,2706,3.5
2,2918,4.0
2,3623,3.5
2,3717,3.5
2,3752,4.0
2,3949,5.0
2,4011,3.5
2,4027,4.0
2,4223,3.0
2,4958,3.0
2,4963,3.5
2,5388,3.5
2,5445,3.5
2,5902,3.5
2,6287,2.5
2,6365,3.5
2,6552,3.5
2,6586,3.0
2,6711,4.5
2,6867,4.0
2,6874,4.5
2,7438,5.0
2,8464,4.0
2,8645,4.0
2,8798,4.0
2,8807,4.0
2,8910,4.5
2,8950,3.5
2,8983,4.5
2,27773,4.0
2,27904,3.5
2,31878,4.5
2,34048,2.5
2,34162,4.5
2,42632,4.5
2,44191,4.0
2,46723,3.0
2,47640,3.5
2,48385,4.5
2,48516,4.5
3,3,2.0
3,4,3.0
3,15,4.0
3,16,4.0
3,18,3.0
3,23,3.0
3,24,4.0
3,34,3.0
3,35,4.0
3,36,3.5
3,42,3.0
3,43,4.0
3,47,4.0
3,57,3.0
3,60,4.0
3,61,3.0
3,64,4.0
3,65,3.0
3,74,4.0
3,76,4.0
3,93,4.0
3,105,4.0
3,113,3.0
3,150,5.0
3,153,3.0
3,158,3.0
3,163,4.0
3,170,4.0
3,172,4.0
3,179,3.0
3,183,4.0
3,185,5.0
3,188,4.0
3,189,3.0
3,196,4.0
3,201,4.0
3,212,2.0
3,218,4.0
3,227,4.0
3,234,5.0
3,254,3.0
3,256,3.0
3,257,4.0
3,266,5.0
3,267,2.0
3,276,4.0
3,278,3.0
3,282,5.0
3,289,3.0
3,296,5.0
3,316,4.0
3,317,4.0
3,318,5.0
3,320,3.0
3,322,2.0
3,333,3.0
3,338,4.0
3,364,4.0
3,367,4.0
3,368,4.0
3,369,3.0
3,374,3.0
3,377,5.0
3,379,3.0
3,384,4.0
3,387,3.0
3,397,3.0
3,411,3.0
3,414,3.0
3,426,4.0
3,427,3.0
3,432,3.0
3,433,4.0
3,436,4.0
3,442,4.0
3,445,3.0
3,448,3.0
3,450,4.0
3,454,4.0
3,466,3.0
3,478,3.0
3,485,3.0
3,491,5.0
3,499,3.0
3,500,5.0
3,505,3.0
3,512,4.0
3,519,3.0
3,521,4.0
3,527,5.0
3,533,4.0
3,534,4.0
3,539,4.0
3,543,3.0
3,552,5.0
3,555,4.0
3,564,3.0
3,587,5.0
3,593,5.0
3,599,4.0
3,609,3.0
3,613,3.0
3,628,5.0
3,635,3.0
3,638,4.0
3,640,4.0
3,647,4.0
3,650,4.0
3,653,4.0
3,667,3.0
3,678,4.0
3,719,2.0
3,724,3.0
3,728,4.0
3,733,5.0
3,748,4.0
3,753,3.0
3,765,3.0
3,810,3.0
3,836,4.0
3,839,3.0
3,851,3.0
3,858,5.0
3,912,5.0
3,914,4.0
3,923,4.0
3,925,4.0
3,933,5.0
3,934,3.0
3,942,4.0
3,944,4.0
3,950,5.0
3,968,4.0
3,969,5.0
3,970,4.0
3,994,3.0
3,999,5.0
3,1005,3.0
3,1006,3.0
3,1009,3.0
3,1011,3.0
3,1012,4.0
3,1013,3.0
3,1027,4.0
3,1036,5.0
3,1037,4.0
3,1043,3.0
3,1049,5.0
3,1077,4.0
3,1082,3.0
3,1088,5.0
3,1093,3.0
3,1096,4.0
3,1097,5.0
3,1101,5.0
3,1113,4.0
3,1120,3.0
3,1124,4.0
3,1128,4.0
3,1130,4.0
3,1135,4.0
3,1150,4.0
3,1167,4.0
3,1171,4.0
3,1173,3.0
3,1183,5.0
3,1185,4.0
3,1186,5.0
3,1188,3.0
3,1193,5.0
